==82140== NVPROF is profiling process 82140, command: saxpy_offload 16
==82140== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==82140== Profiling application: saxpy_offload 16
==82140== Profiling result:
==82140== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_2f_3253403_main_l37
          1                     fb_subp0_read_sectors   764539006   764539006   764539006   764539006
          1                     fb_subp1_read_sectors   765004622   765004622   765004622   765004622
          1                    fb_subp0_write_sectors  1830763858  1830763858  1830763858  1830763858
          1                    fb_subp1_write_sectors  1833240882  1833240882  1833240882  1833240882
          1              l2_subp0_write_sector_misses  1833011743  1833011743  1833011743  1833011743
          1              l2_subp1_write_sector_misses  1831660643  1831660643  1831660643  1831660643
          1               l2_subp0_read_sector_misses   764004181   764004181   764004181   764004181
          1               l2_subp1_read_sector_misses   765575217   765575217   765575217   765575217
          1          l2_subp0_read_tex_sector_queries   872253421   872253421   872253421   872253421
          1          l2_subp1_read_tex_sector_queries   874807950   874807950   874807950   874807950
          1         l2_subp0_write_tex_sector_queries  2148351652  2148351652  2148351652  2148351652
          1         l2_subp1_write_tex_sector_queries  2146615644  2146615644  2146615644  2146615644
          1             l2_subp0_read_tex_hit_sectors   107492097   107492097   107492097   107492097
          1             l2_subp1_read_tex_hit_sectors   108510653   108510653   108510653   108510653
          1            l2_subp0_write_tex_hit_sectors   550543964   550543964   550543964   550543964
          1            l2_subp1_write_tex_hit_sectors   549968420   549968420   549968420   549968420
          1        l2_subp0_total_read_sector_queries   870699416   870699416   870699416   870699416
          1        l2_subp1_total_read_sector_queries   874043543   874043543   874043543   874043543
          1       l2_subp0_total_write_sector_queries  2148362492  2148362492  2148362492  2148362492
          1       l2_subp1_total_write_sector_queries  2146628599  2146628599  2146628599  2146628599
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries      833914      833914      833914      833914
          1      l2_subp0_write_sysmem_sector_queries           4           4           4           4
          1      l2_subp1_write_sysmem_sector_queries           1           1           1           1
          1                         elapsed_cycles_sm  3.0586e+10  3.0586e+10  3.0586e+10  3.0586e+10
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched     4194304     4194304     4194304     4194304
          1                              inst_issued0  1.0706e+11  1.0706e+11  1.0706e+11  1.0706e+11
          1                              inst_issued1  1.5239e+10  1.5239e+10  1.5239e+10  1.5239e+10
          1                             inst_executed  5.2350e+10  5.2350e+10  5.2350e+10  5.2350e+10
          1                      thread_inst_executed  1.6249e+12  1.6249e+12  1.6249e+12  1.6249e+12
          1   not_predicated_off_thread_inst_executed  1.5666e+12  1.5666e+12  1.5666e+12  1.5666e+12
          1                             active_cycles  9.7378e+10  9.7378e+10  9.7378e+10  9.7378e+10
          1                              active_warps  2.8595e+12  2.8595e+12  2.8595e+12  2.8595e+12
          1                               shared_atom           0           0           0           0
          1                           sm_cta_launched     1048576     1048576     1048576     1048576
          1                           shared_atom_cas           0           0           0           0
          1                               shared_load           0           0           0           0
          1                              shared_store           0           0           0           0
          1                              generic_load   264241152   264241152   264241152   264241152
          1                             generic_store   265289728   265289728   265289728   265289728
          1                               global_load           0           0           0           0
          1                              global_store           0           0           0           0
          1                                local_load   557842432   557842432   557842432   557842432
          1                               local_store   566231040   566231040   566231040   566231040
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
          1                    shared_ld_transactions    13918766    13918766    13918766    13918766
          1                    shared_st_transactions     9775640     9775640     9775640     9775640
          1                   shared_ld_bank_conflict      715557      715557      715557      715557
          1                   shared_st_bank_conflict      259723      259723      259723      259723
          1                           global_atom_cas           0           0           0           0
          1                          active_cycles_pm  3.0562e+10  3.0562e+10  3.0562e+10  3.0562e+10
          1                           active_warps_pm  2.5543e+11  2.5543e+11  2.5543e+11  2.5543e+11
          1                         elapsed_cycles_pm  3.0566e+10  3.0566e+10  3.0566e+10  3.0566e+10
          1                inst_executed_fp16_pipe_s0           0           0           0           0
          1                inst_executed_fp16_pipe_s1           0           0           0           0
          1                inst_executed_fp16_pipe_s2           0           0           0           0
          1                inst_executed_fp16_pipe_s3           0           0           0           0
          1                inst_executed_fp64_pipe_s0           0           0           0           0
          1                inst_executed_fp64_pipe_s1           0           0           0           0
          1                inst_executed_fp64_pipe_s2           0           0           0           0
          1                inst_executed_fp64_pipe_s3           0           0           0           0
          1                 inst_executed_fma_pipe_s0   203948030   203948030   203948030   203948030
          1                 inst_executed_fma_pipe_s1   203948038   203948038   203948038   203948038
          1                 inst_executed_fma_pipe_s2   203948028   203948028   203948028   203948028
          1                 inst_executed_fma_pipe_s3   203948032   203948032   203948032   203948032
          1              tensor_pipe_active_cycles_s0           0           0           0           0
          1              tensor_pipe_active_cycles_s1           0           0           0           0
          1              tensor_pipe_active_cycles_s2           0           0           0           0
          1              tensor_pipe_active_cycles_s3           0           0           0           0
          1                      pcie_tx_active_pulse           0           0           0           0
          1                      pcie_rx_active_pulse           1           1           1           1
          1                         active_cycles_sys   352526408   352526408   352526408   352526408
          1                        elapsed_cycles_sys   352526408   352526408   352526408   352526408
    Kernel: __omp_offloading_2f_3253403_main_l27
          1                     fb_subp0_read_sectors   822570931   822570931   822570931   822570931
          1                     fb_subp1_read_sectors   823863538   823863538   823863538   823863538
          1                    fb_subp0_write_sectors  2005280254  2005280254  2005280254  2005280254
          1                    fb_subp1_write_sectors  2004854093  2004854093  2004854093  2004854093
          1              l2_subp0_write_sector_misses  2004899199  2004899199  2004899199  2004899199
          1              l2_subp1_write_sector_misses  2005722496  2005722496  2005722496  2005722496
          1               l2_subp0_read_sector_misses   821666486   821666486   821666486   821666486
          1               l2_subp1_read_sector_misses   824976840   824976840   824976840   824976840
          1          l2_subp0_read_tex_sector_queries   933959887   933959887   933959887   933959887
          1          l2_subp1_read_tex_sector_queries   937378778   937378778   937378778   937378778
          1         l2_subp0_write_tex_sector_queries  2288170880  2288170880  2288170880  2288170880
          1         l2_subp1_write_tex_sector_queries  2292009088  2292009088  2292009088  2292009088
          1             l2_subp0_read_tex_hit_sectors   111109176   111109176   111109176   111109176
          1             l2_subp1_read_tex_hit_sectors   111270080   111270080   111270080   111270080
          1            l2_subp0_write_tex_hit_sectors   496302620   496302620   496302620   496302620
          1            l2_subp1_write_tex_hit_sectors   499242060   499242060   499242060   499242060
          1        l2_subp0_total_read_sector_queries   933724099   933724099   933724099   933724099
          1        l2_subp1_total_read_sector_queries   938067741   938067741   938067741   938067741
          1       l2_subp0_total_write_sector_queries  2288180332  2288180332  2288180332  2288180332
          1       l2_subp1_total_write_sector_queries  2291999855  2291999855  2291999855  2291999855
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries      893549      893549      893549      893549
          1      l2_subp0_write_sysmem_sector_queries           0           0           0           0
          1      l2_subp1_write_sysmem_sector_queries           5           5           5           5
          1                         elapsed_cycles_sm  3.3352e+10  3.3352e+10  3.3352e+10  3.3352e+10
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched     4194304     4194304     4194304     4194304
          1                              inst_issued0  1.1937e+11  1.1937e+11  1.1937e+11  1.1937e+11
          1                              inst_issued1  1.5659e+10  1.5659e+10  1.5659e+10  1.5659e+10
          1                             inst_executed  5.2770e+10  5.2770e+10  5.2770e+10  5.2770e+10
          1                      thread_inst_executed  1.6383e+12  1.6383e+12  1.6383e+12  1.6383e+12
          1   not_predicated_off_thread_inst_executed  1.5801e+12  1.5801e+12  1.5801e+12  1.5801e+12
          1                             active_cycles  3.3349e+10  3.3349e+10  3.3349e+10  3.3349e+10
          1                              active_warps  2.9664e+12  2.9664e+12  2.9664e+12  2.9664e+12
          1                               shared_atom           0           0           0           0
          1                           sm_cta_launched     1048576     1048576     1048576     1048576
          1                           shared_atom_cas           0           0           0           0
          1                               shared_load           0           0           0           0
          1                              shared_store           0           0           0           0
          1                              generic_load   281018368   281018368   281018368   281018368
          1                             generic_store   290455552   290455552   290455552   290455552
          1                               global_load           0           0           0           0
          1                              global_store           0           0           0           0
          1                                local_load   583008256   583008256   583008256   583008256
          1                               local_store   591396864   591396864   591396864   591396864
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
