==122199== NVPROF is profiling process 122199, command: hotspot_offload 512 512 2 16 ../../data/hotspot/temp_512 ../../data/hotspot/power_512 output.out
==122199== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==122199== Profiling application: hotspot_offload 512 512 2 16 ../../data/hotspot/temp_512 ../../data/hotspot/power_512 output.out
==122199== Profiling result:
==122199== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_958188__Z17compute_tran_tempPfiS_S_ii_l183
          1                     fb_subp0_read_sectors       40620       40620       40620       40620
          1                     fb_subp1_read_sectors       41308       41308       41308       41308
          1                    fb_subp0_write_sectors       37152       37152       37152       37152
          1                    fb_subp1_write_sectors       37369       37369       37369       37369
          1              l2_subp0_write_sector_misses       38645       38645       38645       38645
          1              l2_subp1_write_sector_misses       38755       38755       38755       38755
          1               l2_subp0_read_sector_misses       41602       41602       41602       41602
          1               l2_subp1_read_sector_misses       41670       41670       41670       41670
          1          l2_subp0_read_tex_sector_queries       65285       65285       65285       65285
          1          l2_subp1_read_tex_sector_queries       65129       65129       65129       65129
          1         l2_subp0_write_tex_sector_queries      944955      944955      944955      944955
          1         l2_subp1_write_tex_sector_queries      793288      793288      793288      793288
          1             l2_subp0_read_tex_hit_sectors       48841       48841       48841       48841
          1             l2_subp1_read_tex_hit_sectors       48894       48894       48894       48894
          1            l2_subp0_write_tex_hit_sectors      940672      940672      940672      940672
          1            l2_subp1_write_tex_hit_sectors      789018      789018      789018      789018
          1        l2_subp0_total_read_sector_queries     6531607     6531607     6531607     6531607
          1        l2_subp1_total_read_sector_queries       98380       98380       98380       98380
          1       l2_subp0_total_write_sector_queries      793332      793332      793332      793332
          1       l2_subp1_total_write_sector_queries      945037      945037      945037      945037
          1       l2_subp0_read_sysmem_sector_queries     6433887     6433887     6433887     6433887
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           1           1           1           1
          1      l2_subp1_write_sysmem_sector_queries           4           4           4           4
          1                         elapsed_cycles_sm  1.6411e+11  1.6411e+11  1.6411e+11  1.6411e+11
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
