==124368== NVPROF is profiling process 124368, command: hotspot_offload 512 512 2 128 ../../data/hotspot/temp_512 ../../data/hotspot/power_512 output.out
==124368== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==124368== Profiling application: hotspot_offload 512 512 2 128 ../../data/hotspot/temp_512 ../../data/hotspot/power_512 output.out
==124368== Profiling result:
==124368== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_958188__Z17compute_tran_tempPfiS_S_ii_l183
          1                     fb_subp0_read_sectors       40582       40582       40582       40582
          1                     fb_subp1_read_sectors       40570       40570       40570       40570
          1                    fb_subp0_write_sectors       38303       38303       38303       38303
          1                    fb_subp1_write_sectors       37983       37983       37983       37983
          1              l2_subp0_write_sector_misses       39100       39100       39100       39100
          1              l2_subp1_write_sector_misses       39001       39001       39001       39001
          1               l2_subp0_read_sector_misses       41267       41267       41267       41267
          1               l2_subp1_read_sector_misses       41261       41261       41261       41261
          1          l2_subp0_read_tex_sector_queries       64843       64843       64843       64843
          1          l2_subp1_read_tex_sector_queries       64871       64871       64871       64871
          1         l2_subp0_write_tex_sector_queries      945596      945596      945596      945596
          1         l2_subp1_write_tex_sector_queries      793868      793868      793868      793868
          1             l2_subp0_read_tex_hit_sectors       48834       48834       48834       48834
          1             l2_subp1_read_tex_hit_sectors       48802       48802       48802       48802
          1            l2_subp0_write_tex_hit_sectors      940664      940664      940664      940664
          1            l2_subp1_write_tex_hit_sectors      789025      789025      789025      789025
          1        l2_subp0_total_read_sector_queries       98181       98181       98181       98181
          1        l2_subp1_total_read_sector_queries     6170432     6170432     6170432     6170432
          1       l2_subp0_total_write_sector_queries      945092      945092      945092      945092
          1       l2_subp1_total_write_sector_queries      793346      793346      793346      793346
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries     6072190     6072190     6072190     6072190
          1      l2_subp0_write_sysmem_sector_queries           0           0           0           0
          1      l2_subp1_write_sysmem_sector_queries           5           5           5           5
          1                         elapsed_cycles_sm  1.6414e+11  1.6414e+11  1.6414e+11  1.6414e+11
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
