==121463== NVPROF is profiling process 121463, command: hotspot_offload 64 64 2 128 ../../data/hotspot/temp_64 ../../data/hotspot/power_64 output.out
==121463== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==121463== Profiling application: hotspot_offload 64 64 2 128 ../../data/hotspot/temp_64 ../../data/hotspot/power_64 output.out
==121463== Profiling result:
==121463== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_958188__Z17compute_tran_tempPfiS_S_ii_l183
          1                     fb_subp0_read_sectors        3280        3280        3280        3280
          1                     fb_subp1_read_sectors        3188        3188        3188        3188
          1                    fb_subp0_write_sectors        2674        2674        2674        2674
          1                    fb_subp1_write_sectors        2874        2874        2874        2874
          1              l2_subp0_write_sector_misses        3016        3016        3016        3016
          1              l2_subp1_write_sector_misses        3040        3040        3040        3040
          1               l2_subp0_read_sector_misses        3321        3321        3321        3321
          1               l2_subp1_read_sector_misses        3332        3332        3332        3332
          1          l2_subp0_read_tex_sector_queries         804         804         804         804
          1          l2_subp1_read_tex_sector_queries         797         797         797         797
          1         l2_subp0_write_tex_sector_queries        7455        7455        7455        7455
          1         l2_subp1_write_tex_sector_queries       14276       14276       14276       14276
          1             l2_subp0_read_tex_hit_sectors         574         574         574         574
          1             l2_subp1_read_tex_hit_sectors         557         557         557         557
          1            l2_subp0_write_tex_hit_sectors       14023       14023       14023       14023
          1            l2_subp1_write_tex_hit_sectors        7219        7219        7219        7219
          1        l2_subp0_total_read_sector_queries        4129        4129        4129        4129
          1        l2_subp1_total_read_sector_queries      105497      105497      105497      105497
          1       l2_subp0_total_write_sector_queries       15043       15043       15043       15043
          1       l2_subp1_total_write_sector_queries        8252        8252        8252        8252
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries      101962      101962      101962      101962
          1      l2_subp0_write_sysmem_sector_queries           4           4           4           4
          1      l2_subp1_write_sysmem_sector_queries           1           1           1           1
          1                         elapsed_cycles_sm  2607114372  2607114372  2607114372  2607114372
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched           2           2           2           2
          1                              inst_issued0    63602816    63602816    63602816    63602816
