==125170== NVPROF is profiling process 125170, command: hotspot_offload 1024 1024 2 8 ../../data/hotspot/temp_1024 ../../data/hotspot/power_1024 output.out
==125170== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==125170== Profiling application: hotspot_offload 1024 1024 2 8 ../../data/hotspot/temp_1024 ../../data/hotspot/power_1024 output.out
==125170== Profiling result:
==125170== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_958188__Z17compute_tran_tempPfiS_S_ii_l183
          1                     fb_subp0_read_sectors      309725      309725      309725      309725
          1                     fb_subp1_read_sectors      311950      311950      311950      311950
          1                    fb_subp0_write_sectors      180091      180091      180091      180091
          1                    fb_subp1_write_sectors      180500      180500      180500      180500
          1              l2_subp0_write_sector_misses      180461      180461      180461      180461
          1              l2_subp1_write_sector_misses      180386      180386      180386      180386
          1               l2_subp0_read_sector_misses      311350      311350      311350      311350
          1               l2_subp1_read_sector_misses      311576      311576      311576      311576
          1          l2_subp0_read_tex_sector_queries      272196      272196      272196      272196
          1          l2_subp1_read_tex_sector_queries      272286      272286      272286      272286
          1         l2_subp0_write_tex_sector_queries     3304136     3304136     3304136     3304136
          1         l2_subp1_write_tex_sector_queries     3801915     3801915     3801915     3801915
          1             l2_subp0_read_tex_hit_sectors      143192      143192      143192      143192
          1             l2_subp1_read_tex_hit_sectors      143302      143302      143302      143302
          1            l2_subp0_write_tex_hit_sectors     3271382     3271382     3271382     3271382
          1            l2_subp1_write_tex_hit_sectors     3769171     3769171     3769171     3769171
          1        l2_subp0_total_read_sector_queries    27034327    27034327    27034327    27034327
          1        l2_subp1_total_read_sector_queries      410745      410745      410745      410745
          1       l2_subp0_total_write_sector_queries     3828665     3828665     3828665     3828665
          1       l2_subp1_total_write_sector_queries     3330915     3330915     3330915     3330915
          1       l2_subp0_read_sysmem_sector_queries    26462558    26462558    26462558    26462558
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           5           5           5           5
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched           2           2           2           2
