==121356== NVPROF is profiling process 121356, command: hotspot_offload 64 64 2 32 ../../data/hotspot/temp_64 ../../data/hotspot/power_64 output.out
==121356== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==121356== Profiling application: hotspot_offload 64 64 2 32 ../../data/hotspot/temp_64 ../../data/hotspot/power_64 output.out
==121356== Profiling result:
==121356== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_958188__Z17compute_tran_tempPfiS_S_ii_l183
          1                     fb_subp0_read_sectors        3143        3143        3143        3143
          1                     fb_subp1_read_sectors        3159        3159        3159        3159
          1                    fb_subp0_write_sectors        2874        2874        2874        2874
          1                    fb_subp1_write_sectors        3148        3148        3148        3148
          1              l2_subp0_write_sector_misses        2636        2636        2636        2636
          1              l2_subp1_write_sector_misses        2569        2569        2569        2569
          1               l2_subp0_read_sector_misses        2339        2339        2339        2339
          1               l2_subp1_read_sector_misses        2217        2217        2217        2217
          1          l2_subp0_read_tex_sector_queries         796         796         796         796
          1          l2_subp1_read_tex_sector_queries         812         812         812         812
          1         l2_subp0_write_tex_sector_queries        7463        7463        7463        7463
          1         l2_subp1_write_tex_sector_queries       14268       14268       14268       14268
          1             l2_subp0_read_tex_hit_sectors         557         557         557         557
          1             l2_subp1_read_tex_hit_sectors         576         576         576         576
          1            l2_subp0_write_tex_hit_sectors        7215        7215        7215        7215
          1            l2_subp1_write_tex_hit_sectors       14027       14027       14027       14027
          1        l2_subp0_total_read_sector_queries      102455      102455      102455      102455
          1        l2_subp1_total_read_sector_queries        4231        4231        4231        4231
          1       l2_subp0_total_write_sector_queries        8190        8190        8190        8190
          1       l2_subp1_total_write_sector_queries       15021       15021       15021       15021
          1       l2_subp0_read_sysmem_sector_queries       98122       98122       98122       98122
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           5           5           5           5
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1                         elapsed_cycles_sm  2626663958  2626663958  2626663958  2626663958
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched           2           2           2           2
          1                              inst_issued0    63396093    63396093    63396093    63396093
