==150159== NVPROF is profiling process 150159, command: bfs_offload 64 ../../data/bfs/graph16k.txt
==150159== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==150159== Profiling application: bfs_offload 64 ../../data/bfs/graph16k.txt
==150159== Profiling result:
==150159== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
          9                     fb_subp0_read_sectors         290        9260        3240       29168
          9                     fb_subp1_read_sectors         344        9348        3364       30282
          9                    fb_subp0_write_sectors         564        7274        3421       30796
          9                    fb_subp1_write_sectors         672        7321        3512       31612
          9              l2_subp0_write_sector_misses        1418        6899        3600       32402
          9              l2_subp1_write_sector_misses        1437        6921        3628       32654
          9               l2_subp0_read_sector_misses         316        9146        3128       28157
          9               l2_subp1_read_sector_misses         318        9170        3131       28183
          9          l2_subp0_read_tex_sector_queries         266        8338        2605       23450
          9          l2_subp1_read_tex_sector_queries         265        8409        2621       23590
          9         l2_subp0_write_tex_sector_queries        8718       27279       12262      110364
          9         l2_subp1_write_tex_sector_queries        6714       56552       20528      184755
          9             l2_subp0_read_tex_hit_sectors         128        1964         730        6578
          9             l2_subp1_read_tex_hit_sectors         128        2054         750        6757
          9            l2_subp0_write_tex_hit_sectors        7520       25768       10918       98267
          9            l2_subp1_write_tex_hit_sectors        5518       55026       19177      172597
          9        l2_subp0_total_read_sector_queries         316        9022        3062       27562
          9        l2_subp1_total_read_sector_queries        1927       22362        9689       87201
          9       l2_subp0_total_write_sector_queries        8738       27303       12416      111749
          9       l2_subp1_total_write_sector_queries        6719       56553       20664      185980
          9       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          9       l2_subp1_read_sysmem_sector_queries        1619       14937        6612       59508
          9      l2_subp0_write_sysmem_sector_queries           0           4           2          20
          9      l2_subp1_write_sysmem_sector_queries           1           5           2          25
          9                         elapsed_cycles_sm    44872538   402921582   199524268  1795718414
          9                           prof_trigger_00           0           0           0           0
          9                           prof_trigger_01           0           0           0           0
          9                           prof_trigger_02           0           0           0           0
          9                           prof_trigger_03           0           0           0           0
