==152868== NVPROF is profiling process 152868, command: bfs_offload 64 ../../data/bfs/graph1MW_6.txt
==152868== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==152868== Profiling application: bfs_offload 64 ../../data/bfs/graph1MW_6.txt
==152868== Profiling result:
==152868== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
         12                     fb_subp0_read_sectors       16188      769266      173202     2078429
         12                     fb_subp1_read_sectors       15978      768911      172969     2075639
         12                    fb_subp0_write_sectors        7131      443805       94623     1135487
         12                    fb_subp1_write_sectors        7060      442974       94537     1134455
         12              l2_subp0_write_sector_misses        7250      450952       95887     1150651
         12              l2_subp1_write_sector_misses        7269      451938       95984     1151812
         12               l2_subp0_read_sector_misses       16054      769926      173141     2077701
         12               l2_subp1_read_sector_misses       16052      769502      173163     2077959
         12          l2_subp0_read_tex_sector_queries       15844     1501538      281414     3376976
         12          l2_subp1_read_tex_sector_queries       15842     1490205      280225     3362703
         12         l2_subp0_write_tex_sector_queries      314081     3339317      923176    11078114
         12         l2_subp1_write_tex_sector_queries      439061     1318375      579342     6952114
         12             l2_subp0_read_tex_hit_sectors        8028     1114250      195425     2345105
         12             l2_subp1_read_tex_hit_sectors        8025     1103050      194312     2331752
         12            l2_subp0_write_tex_hit_sectors      312890     3226531      901813    10821766
         12            l2_subp1_write_tex_hit_sectors      437859     1205278      557947     6695369
         12        l2_subp0_total_read_sector_queries       16080     1507964      283468     3401621
         12        l2_subp1_total_read_sector_queries      107844     2460497      602437     7229246
         12       l2_subp0_total_write_sector_queries      314121     3563292      963168    11558020
         12       l2_subp1_total_write_sector_queries      439082     1543418      619376     7432523
         12       l2_subp0_read_sysmem_sector_queries           0           0           0           0
         12       l2_subp1_read_sysmem_sector_queries       91737      963935      319995     3839942
         12      l2_subp0_write_sysmem_sector_queries           0           4           2          28
         12      l2_subp1_write_sysmem_sector_queries           1           5           2          32
         12                         elapsed_cycles_sm  2455894186  2.5822e+10  8576396072  1.0292e+11
         12                           prof_trigger_00           0           0           0           0
