==157834== NVPROF is profiling process 157834, command: bfs_offload 8 ../../data/bfs/graph32k.txt
==157834== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==157834== Profiling application: bfs_offload 8 ../../data/bfs/graph32k.txt
==157834== Profiling result:
==157834== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
          9                     fb_subp0_read_sectors         602       19510        6469       58223
          9                     fb_subp1_read_sectors         526       19274        6434       57907
          9                    fb_subp0_write_sectors         924       11256        5021       45193
          9                    fb_subp1_write_sectors         862       11151        4930       44375
          9              l2_subp0_write_sector_misses         828       11269        5001       45010
          9              l2_subp1_write_sector_misses         880       11260        5012       45116
          9               l2_subp0_read_sector_misses         668       19401        6442       57984
          9               l2_subp1_read_sector_misses         648       19385        6445       58012
          9          l2_subp0_read_tex_sector_queries         538       22002        6464       58179
          9          l2_subp1_read_tex_sector_queries         530       22119        6499       58497
          9         l2_subp0_write_tex_sector_queries       15893       44436       23081      207735
          9         l2_subp1_write_tex_sector_queries       11833      108044       40163      361471
          9             l2_subp0_read_tex_hit_sectors         276        9021        2699       24299
          9             l2_subp1_read_tex_hit_sectors         268        9229        2743       24691
          9            l2_subp0_write_tex_hit_sectors       14689       42621       21595      194355
          9            l2_subp1_write_tex_hit_sectors       10638      106206       38671      348041
          9        l2_subp0_total_read_sector_queries        3978       54229       20643      185790
          9        l2_subp1_total_read_sector_queries         570       22364        6607       59467
          9       l2_subp0_total_write_sector_queries       15916       44461       23126      208140
          9       l2_subp1_total_write_sector_queries       11857      108048       40199      361793
          9       l2_subp0_read_sysmem_sector_queries        3391       32123       14119      127078
          9       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          9      l2_subp0_write_sysmem_sector_queries           1           5           2          25
          9      l2_subp1_write_sysmem_sector_queries           0           4           2          20
          9                         elapsed_cycles_sm    85869484  1639845838   543761420  4893852788
          9                           prof_trigger_00           0           0           0           0
          9                           prof_trigger_01           0           0           0           0
          9                           prof_trigger_02           0           0           0           0
