==148616== NVPROF is profiling process 148616, command: bfs_offload 16 ../../data/bfs/graph128k.txt
==148616== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==148616== Profiling application: bfs_offload 16 ../../data/bfs/graph128k.txt
==148616== Profiling result:
==148616== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
         10                     fb_subp0_read_sectors        2138       74256       22074      220744
         10                     fb_subp1_read_sectors        2064       74230       21997      219971
         10                    fb_subp0_write_sectors        1980       45970       16541      165411
         10                    fb_subp1_write_sectors        1784       46207       16609      166099
         10              l2_subp0_write_sector_misses        2664       39120       15087      150878
         10              l2_subp1_write_sector_misses        2611       38862       15121      151217
         10               l2_subp0_read_sector_misses        2096       74725       21657      216572
         10               l2_subp1_read_sector_misses        2102       74681       21735      217356
         10          l2_subp0_read_tex_sector_queries        2263      238687       49265      492659
         10          l2_subp1_read_tex_sector_queries        2268      241529       49678      496785
         10         l2_subp0_write_tex_sector_queries       58896      176359       84873      848737
         10         l2_subp1_write_tex_sector_queries       42558      422116      145027     1450272
         10             l2_subp0_read_tex_hit_sectors        1233      183554       35597      355971
         10             l2_subp1_read_tex_hit_sectors        1238      187049       36065      360653
         10            l2_subp0_write_tex_hit_sectors       57696      172678       82636      826366
         10            l2_subp1_write_tex_hit_sectors       41358      418437      142783     1427836
         10        l2_subp0_total_read_sector_queries       15266      368947      101599     1015992
         10        l2_subp1_total_read_sector_queries        2365      242471       50282      502825
         10       l2_subp0_total_write_sector_queries       58925      176386       86073      860734
         10       l2_subp1_total_write_sector_queries       42604      422141      146248     1462487
         10       l2_subp0_read_sysmem_sector_queries       12814      129553       51832      518326
         10       l2_subp1_read_sysmem_sector_queries           0           0           0           0
         10      l2_subp0_write_sysmem_sector_queries           1           5           3          38
         10      l2_subp1_write_sysmem_sector_queries           0           4           1          12
         10                         elapsed_cycles_sm   327851962  3306397578  1322627838  1.3226e+10
         10                           prof_trigger_00           0           0           0           0
         10                           prof_trigger_01           0           0           0           0
