==156754== NVPROF is profiling process 156754, command: bfs_offload 128 ../../data/bfs/graph256k.txt
==156754== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==156754== Profiling application: bfs_offload 128 ../../data/bfs/graph256k.txt
==156754== Profiling result:
==156754== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
         11                     fb_subp0_read_sectors        4236      142617       40780      448581
         11                     fb_subp1_read_sectors        4232      142262       40902      449929
         11                    fb_subp0_write_sectors        2460       60974       23654      260197
         11                    fb_subp1_write_sectors        2592       60836       23888      262776
         11              l2_subp0_write_sector_misses        2676       65709       23508      258594
         11              l2_subp1_write_sector_misses        2628       65634       23490      258390
         11               l2_subp0_read_sector_misses        4134      142376       40964      450606
         11               l2_subp1_read_sector_misses        4138      142627       40949      450442
         11          l2_subp0_read_tex_sector_queries        4302      442880       98191     1080103
         11          l2_subp1_read_tex_sector_queries        4307      447637       98902     1087929
         11         l2_subp0_write_tex_sector_queries      115930      417662      162854     1791397
         11         l2_subp1_write_tex_sector_queries       83299      924826      265264     2917912
         11             l2_subp0_read_tex_hit_sectors        2255      351195       74277      817051
         11             l2_subp1_read_tex_hit_sectors        2256      356125       75067      825738
         11            l2_subp0_write_tex_hit_sectors      114732      411376      159695     1756648
         11            l2_subp1_write_tex_hit_sectors       82102      918528      262096     2883058
         11        l2_subp0_total_read_sector_queries       30031      709224      194656     2141218
         11        l2_subp1_total_read_sector_queries        4396      449419       99443     1093882
         11       l2_subp0_total_write_sector_queries      115951      428133      167541     1842958
         11       l2_subp1_total_write_sector_queries       83297      935169      269891     2968810
         11       l2_subp0_read_sysmem_sector_queries       25465      264672       95901     1054919
         11       l2_subp1_read_sysmem_sector_queries           0           0           0           0
         11      l2_subp0_write_sysmem_sector_queries           1           5           3          35
         11      l2_subp1_write_sysmem_sector_queries           0           4           1          20
         11                         elapsed_cycles_sm   646998442  6714136982  2433506753  2.6769e+10
         11                           prof_trigger_00           0           0           0           0
         11                           prof_trigger_01           0           0           0           0
