==165772== NVPROF is profiling process 165772, command: bfs_offload 64 ../../data/bfs/graph8k.txt
==165772== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==165772== Profiling application: bfs_offload 64 ../../data/bfs/graph8k.txt
==165772== Profiling result:
==165772== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
          9                     fb_subp0_read_sectors         188        5512        1626       14636
          9                     fb_subp1_read_sectors         154        5470        1588       14292
          9                    fb_subp0_write_sectors        1332        4925        2556       23004
          9                    fb_subp1_write_sectors        1216        4860        2531       22779
          9              l2_subp0_write_sector_misses         352        4885        2122       19105
          9              l2_subp1_write_sector_misses         344        4844        2130       19175
          9               l2_subp0_read_sector_misses         182        5510        1905       17150
          9               l2_subp1_read_sector_misses         174        5474        1936       17430
          9          l2_subp0_read_tex_sector_queries         136        4315        1318       11862
          9          l2_subp1_read_tex_sector_queries         131        4242        1315       11835
          9         l2_subp0_write_tex_sector_queries        4140       28945       11125      100132
          9         l2_subp1_write_tex_sector_queries        5132       14146        6886       61980
          9             l2_subp0_read_tex_hit_sectors          68        1008         384        3459
          9             l2_subp1_read_tex_hit_sectors          64         970         369        3327
          9            l2_subp0_write_tex_hit_sectors        2950       27565        9850       88655
          9            l2_subp1_write_tex_hit_sectors        3936       12794        5615       50540
          9        l2_subp0_total_read_sector_queries        1044       11090        4899       44098
          9        l2_subp1_total_read_sector_queries         185        4272        1470       13231
          9       l2_subp0_total_write_sector_queries        4153       28958       11137      100241
          9       l2_subp1_total_write_sector_queries        5150       14158        6902       62118
          9       l2_subp0_read_sysmem_sector_queries         858        7428        3418       30767
          9       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          9      l2_subp0_write_sysmem_sector_queries           1           5           4          37
          9      l2_subp1_write_sysmem_sector_queries           0           4           0           8
          9                         elapsed_cycles_sm    24786788   226631180   107304792   965743128
          9                           prof_trigger_00           0           0           0           0
          9                           prof_trigger_01           0           0           0           0
          9                           prof_trigger_02           0           0           0           0
          9                           prof_trigger_03           0           0           0           0
