==157404== NVPROF is profiling process 157404, command: bfs_offload 32 ../../data/bfs/graph2k.txt
==157404== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==157404== Profiling application: bfs_offload 32 ../../data/bfs/graph2k.txt
==157404== Profiling result:
==157404== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
          7                     fb_subp0_read_sectors         130        2034         774        5424
          7                     fb_subp1_read_sectors          34        2042         735        5150
          7                    fb_subp0_write_sectors        1154        2046        1402        9816
          7                    fb_subp1_write_sectors        1060        1924        1448       10138
          7              l2_subp0_write_sector_misses         676        2249        1561       10932
          7              l2_subp1_write_sector_misses         658        2237        1552       10866
          7               l2_subp0_read_sector_misses          78        1984         943        6602
          7               l2_subp1_read_sector_misses          82        1944         947        6634
          7          l2_subp0_read_tex_sector_queries          37        1115         433        3034
          7          l2_subp1_read_tex_sector_queries          42        1110         439        3075
          7         l2_subp0_write_tex_sector_queries        2229        8599        4413       30895
          7         l2_subp1_write_tex_sector_queries        2449        4667        2991       20942
          7             l2_subp0_read_tex_hit_sectors          16         355         141         990
          7             l2_subp1_read_tex_hit_sectors          21         332         137         961
          7            l2_subp0_write_tex_hit_sectors        1034        7339        3185       22300
          7            l2_subp1_write_tex_hit_sectors        1248        3432        1771       12402
          7        l2_subp0_total_read_sector_queries          79        2021         862        6035
          7        l2_subp1_total_read_sector_queries         438        4058        2075       14529
          7       l2_subp0_total_write_sector_queries        2241        8611        4450       31155
          7       l2_subp1_total_write_sector_queries        2462        4680        3022       21155
          7       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          7       l2_subp1_read_sysmem_sector_queries         344        2066        1199        8397
          7      l2_subp0_write_sysmem_sector_queries           0           4           0           4
          7      l2_subp1_write_sysmem_sector_queries           1           5           4          31
          7                         elapsed_cycles_sm    10993244   114043050    41408385   289858700
          7                           prof_trigger_00           0           0           0           0
          7                           prof_trigger_01           0           0           0           0
          7                           prof_trigger_02           0           0           0           0
          7                           prof_trigger_03           0           0           0           0
