==164254== NVPROF is profiling process 164254, command: bfs_offload 16 ../../data/bfs/graph65536.txt
==164254== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==164254== Profiling application: bfs_offload 16 ../../data/bfs/graph65536.txt
==164254== Profiling result:
==164254== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
         10                     fb_subp0_read_sectors        1122       36824       11057      110579
         10                     fb_subp1_read_sectors        1138       36581       11109      111095
         10                    fb_subp0_write_sectors        1876       20158        8146       81462
         10                    fb_subp1_write_sectors        1746       20337        8189       81897
         10              l2_subp0_write_sector_misses        1768       24631        7958       79589
         10              l2_subp1_write_sector_misses        1718       24741        8029       80293
         10               l2_subp0_read_sector_misses        1076       37674       11065      110653
         10               l2_subp1_read_sector_misses        1074       37621       11120      111207
         10          l2_subp0_read_tex_sector_queries        1160       87168       18072      180724
         10          l2_subp1_read_tex_sector_queries        1173       88655       18342      183427
         10         l2_subp0_write_tex_sector_queries       30224       95679       43356      433568
         10         l2_subp1_write_tex_sector_queries       22074      237168       74246      742464
         10             l2_subp0_read_tex_hit_sectors         668       60760       11300      113002
         10             l2_subp1_read_tex_hit_sectors         664       62172       11530      115305
         10            l2_subp0_write_tex_hit_sectors       29025       93234       41637      416371
         10            l2_subp1_write_tex_hit_sectors       20879      234706       72520      725201
         10        l2_subp0_total_read_sector_queries        8184      164009       46878      468789
         10        l2_subp1_total_read_sector_queries        1303       89881       18992      189928
         10       l2_subp0_total_write_sector_queries       30241       95688       43578      435782
         10       l2_subp1_total_write_sector_queries       22090      237184       74470      744700
         10       l2_subp0_read_sysmem_sector_queries        6802       75560       28147      281477
         10       l2_subp1_read_sysmem_sector_queries           0           0           0           0
         10      l2_subp0_write_sysmem_sector_queries           1           5           3          38
         10      l2_subp1_write_sysmem_sector_queries           0           4           1          12
         10                         elapsed_cycles_sm   167847322  1832573256   753659414  7536594148
         10                           prof_trigger_00           0           0           0           0
         10                           prof_trigger_01           0           0           0           0
         10                           prof_trigger_02           0           0           0           0
