==158391== NVPROF is profiling process 158391, command: bfs_offload 64 ../../data/bfs/graph32k.txt
==158391== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==158391== Profiling application: bfs_offload 64 ../../data/bfs/graph32k.txt
==158391== Profiling result:
==158391== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
          9                     fb_subp0_read_sectors         594       18612        6142       55283
          9                     fb_subp1_read_sectors         530       18406        6114       55031
          9                    fb_subp0_write_sectors         752        9990        4868       43817
          9                    fb_subp1_write_sectors         696       10090        4979       44818
          9              l2_subp0_write_sector_misses         736        9574        4771       42946
          9              l2_subp1_write_sector_misses         800        9637        4751       42765
          9               l2_subp0_read_sector_misses         612       18792        6290       56616
          9               l2_subp1_read_sector_misses         630       18770        6285       56572
          9          l2_subp0_read_tex_sector_queries         544       22175        6483       58354
          9          l2_subp1_read_tex_sector_queries         543       22061        6481       58334
          9         l2_subp0_write_tex_sector_queries       11836      107802       40143      361293
          9         l2_subp1_write_tex_sector_queries       15890       44358       23101      207913
          9             l2_subp0_read_tex_hit_sectors         282        8986        2704       24342
          9             l2_subp1_read_tex_hit_sectors         281        9195        2733       24600
          9            l2_subp0_write_tex_hit_sectors       10638      105960       38651      347859
          9            l2_subp1_write_tex_hit_sectors       14689       42540       21615      194537
          9        l2_subp0_total_read_sector_queries         570       22201        6844       61601
          9        l2_subp1_total_read_sector_queries        3795       52645       20225      182033
          9       l2_subp0_total_write_sector_queries       11856      109860       40414      363729
          9       l2_subp1_total_write_sector_queries       15909       44375       23373      210363
          9       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          9       l2_subp1_read_sysmem_sector_queries        3208       30347       13336      120030
          9      l2_subp0_write_sysmem_sector_queries           0           4           0           4
          9      l2_subp1_write_sysmem_sector_queries           1           5           4          41
          9                         elapsed_cycles_sm    85927362  1605192534   444038996  3996350972
          9                           prof_trigger_00           0           0           0           0
          9                           prof_trigger_01           0           0           0           0
          9                           prof_trigger_02           0           0           0           0
