==155141== NVPROF is profiling process 155141, command: bfs_offload 128 ../../data/bfs/graph1k.txt
==155141== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==155141== Profiling application: bfs_offload 128 ../../data/bfs/graph1k.txt
==155141== Profiling result:
==155141== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
          8                     fb_subp0_read_sectors          84        1482         395        3162
          8                     fb_subp1_read_sectors          36        1382         327        2620
          8                    fb_subp0_write_sectors         804        1648        1186        9488
          8                    fb_subp1_write_sectors         660        1696        1272       10179
          8              l2_subp0_write_sector_misses         324        1753        1242        9940
          8              l2_subp1_write_sector_misses         352        1736        1235        9884
          8               l2_subp0_read_sector_misses          56         966         362        2902
          8               l2_subp1_read_sector_misses          70         932         362        2896
          8          l2_subp0_read_tex_sector_queries          21         539         186        1491
          8          l2_subp1_read_tex_sector_queries          19         530         183        1465
          8         l2_subp0_write_tex_sector_queries        1903        4807        2860       22883
          8         l2_subp1_write_tex_sector_queries        1997        3053        2230       17847
          8             l2_subp0_read_tex_hit_sectors           9         139          51         413
          8             l2_subp1_read_tex_hit_sectors           8         113          47         383
          8            l2_subp0_write_tex_hit_sectors         712        3568        1647       13182
          8            l2_subp1_write_tex_hit_sectors         800        1837        1024        8197
          8        l2_subp0_total_read_sector_queries         313        2630        1398       11185
          8        l2_subp1_total_read_sector_queries          73        1456         701        5611
          8       l2_subp0_total_write_sector_queries        1916        4924        2896       23175
          8       l2_subp1_total_write_sector_queries        2009        3139        2261       18095
          8       l2_subp0_read_sysmem_sector_queries         253        1187         666        5334
          8       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          8      l2_subp0_write_sysmem_sector_queries           1           5           4          32
          8      l2_subp1_write_sysmem_sector_queries           0           4           1           8
          8                         elapsed_cycles_sm     7188402    28359128    20429889   163439114
          8                           prof_trigger_00           0           0           0           0
          8                           prof_trigger_01           0           0           0           0
          8                           prof_trigger_02           0           0           0           0
          8                           prof_trigger_03           0           0           0           0
          8                           prof_trigger_04           0           0           0           0
