==160034== NVPROF is profiling process 160034, command: bfs_offload 128 ../../data/bfs/graph4096.txt
==160034== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==160034== Profiling application: bfs_offload 128 ../../data/bfs/graph4096.txt
==160034== Profiling result:
==160034== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_13579bc__Z8BFSGraphiPPc_l147
          8                     fb_subp0_read_sectors         150        2310         990        7924
          8                     fb_subp1_read_sectors          78        2216         942        7542
          8                    fb_subp0_write_sectors         844        3395        1887       15103
          8                    fb_subp1_write_sectors         842        3312        1906       15254
          8              l2_subp0_write_sector_misses         484        3323        1906       15254
          8              l2_subp1_write_sector_misses         476        3329        1911       15288
          8               l2_subp0_read_sector_misses         114        2348         979        7838
          8               l2_subp1_read_sector_misses         110        2370         977        7822
          8          l2_subp0_read_tex_sector_queries          70        2091         751        6009
          8          l2_subp1_read_tex_sector_queries          67        2154         754        6037
          8         l2_subp0_write_tex_sector_queries        2861       16455        6858       54867
          8         l2_subp1_write_tex_sector_queries        3341        8003        4326       34614
          8             l2_subp0_read_tex_hit_sectors          32         551         231        1850
          8             l2_subp1_read_tex_hit_sectors          32         568         231        1854
          8            l2_subp0_write_tex_hit_sectors        1669       15156        5615       44926
          8            l2_subp1_write_tex_hit_sectors        2144        6727        3088       24704
          8        l2_subp0_total_read_sector_queries         118        2184        1262       10103
          8        l2_subp1_total_read_sector_queries         591        6400        3314       26516
          8       l2_subp0_total_write_sector_queries        2885       16743        6931       55455
          8       l2_subp1_total_write_sector_queries        3352        8252        4396       35174
          8       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          8       l2_subp1_read_sysmem_sector_queries         474        4253        2038       16310
          8      l2_subp0_write_sysmem_sector_queries           0           4           2          16
          8      l2_subp1_write_sysmem_sector_queries           1           5           3          24
          8                         elapsed_cycles_sm    13959234   195880634    69777578   558220628
          8                           prof_trigger_00           0           0           0           0
          8                           prof_trigger_01           0           0           0           0
          8                           prof_trigger_02           0           0           0           0
          8                           prof_trigger_03           0           0           0           0
