==76155== NVPROF is profiling process 76155, command: mm_offload 8 300
==76155== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==76155== Profiling application: mm_offload 8 300
==76155== Profiling result:
==76155== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_2f_13046cf_main_l50
          1                     fb_subp0_read_sectors        1356        1356        1356        1356
          1                     fb_subp1_read_sectors        1196        1196        1196        1196
          1                    fb_subp0_write_sectors         524         524         524         524
          1                    fb_subp1_write_sectors         536         536         536         536
          1              l2_subp0_write_sector_misses        1915        1915        1915        1915
          1              l2_subp1_write_sector_misses        1822        1822        1822        1822
          1               l2_subp0_read_sector_misses         180         180         180         180
          1               l2_subp1_read_sector_misses         126         126         126         126
          1          l2_subp0_read_tex_sector_queries          86          86          86          86
          1          l2_subp1_read_tex_sector_queries          77          77          77          77
          1         l2_subp0_write_tex_sector_queries        2452        2452        2452        2452
          1         l2_subp1_write_tex_sector_queries        2292        2292        2292        2292
          1             l2_subp0_read_tex_hit_sectors          64          64          64          64
          1             l2_subp1_read_tex_hit_sectors          60          60          60          60
          1            l2_subp0_write_tex_hit_sectors         908         908         908         908
          1            l2_subp1_write_tex_hit_sectors         924         924         924         924
          1        l2_subp0_total_read_sector_queries         534         534         534         534
          1        l2_subp1_total_read_sector_queries         169         169         169         169
          1       l2_subp0_total_write_sector_queries        2373        2373        2373        2373
          1       l2_subp1_total_write_sector_queries        2396        2396        2396        2396
          1       l2_subp0_read_sysmem_sector_queries         369         369         369         369
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           5           5           5           5
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1                         elapsed_cycles_sm     9420864     9420864     9420864     9420864
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
