==74178== NVPROF is profiling process 74178, command: mm_offload 8 100
==74178== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==74178== Profiling application: mm_offload 8 100
==74178== Profiling result:
==74178== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_2f_13046cf_main_l50
          1                     fb_subp0_read_sectors        1352        1352        1352        1352
          1                     fb_subp1_read_sectors        1200        1200        1200        1200
          1                    fb_subp0_write_sectors         736         736         736         736
          1                    fb_subp1_write_sectors         728         728         728         728
          1              l2_subp0_write_sector_misses        1782        1782        1782        1782
          1              l2_subp1_write_sector_misses        1823        1823        1823        1823
          1               l2_subp0_read_sector_misses         178         178         178         178
          1               l2_subp1_read_sector_misses         128         128         128         128
          1          l2_subp0_read_tex_sector_queries          85          85          85          85
          1          l2_subp1_read_tex_sector_queries          78          78          78          78
          1         l2_subp0_write_tex_sector_queries        2360        2360        2360        2360
          1         l2_subp1_write_tex_sector_queries        2384        2384        2384        2384
          1             l2_subp0_read_tex_hit_sectors          64          64          64          64
          1             l2_subp1_read_tex_hit_sectors          60          60          60          60
          1            l2_subp0_write_tex_hit_sectors         908         908         908         908
          1            l2_subp1_write_tex_hit_sectors         924         924         924         924
          1        l2_subp0_total_read_sector_queries         521         521         521         521
          1        l2_subp1_total_read_sector_queries         176         176         176         176
          1       l2_subp0_total_write_sector_queries        2377        2377        2377        2377
          1       l2_subp1_total_write_sector_queries        2392        2392        2392        2392
          1       l2_subp0_read_sysmem_sector_queries         340         340         340         340
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           5           5           5           5
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1                         elapsed_cycles_sm     9253556     9253556     9253556     9253556
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
